Record_ID,Base_Ingredient_Name,Dish_Variant_Name,Category,Cooking_Method,Fat_Medium_Used,Moisture_g,Energy_kcal,Protein_g,Total_Fat_g,Carbohydrate_g,Dietary_Fiber_g,Sugars_g,Calcium_mg,Iron_mg,Zinc_mg,Potassium_mg,Sodium_mg,Vitamin_C_mg,Thiamin_B1_mg,Folate_mcg,Glycemic_Index_Est,NOVA_Group
IND-013025,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Coconut Oil, Maharashtrian Style) [Low-Oil (Light)]",Vegetables - Gourd,Gravy-Stewed,Coconut Oil,96.0,68.0,0.36,5.62,3.99,0.74,1.48,12.27,0.28,0.14,93.9,190.13,1.556,0.014,3.9,33,3
IND-013026,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Coconut Oil, Maharashtrian Style) [Rich/Festive]",Vegetables - Gourd,Gravy-Stewed,Coconut Oil,96.0,149.6,0.36,14.68,3.99,0.74,1.48,12.27,0.28,0.14,93.9,424.13,1.556,0.014,3.9,31,3
IND-013027,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Coconut Oil, Maharashtrian Style) [Restaurant-Style]",Vegetables - Gourd,Gravy-Stewed,Coconut Oil,96.0,131.4,0.36,12.67,3.99,0.74,1.48,12.27,0.28,0.14,93.9,372.13,1.556,0.014,3.9,31,3
IND-013028,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Coconut Oil, Hyderabadi Style) [Home-Style]",Vegetables - Gourd,Gravy-Stewed,Coconut Oil,96.0,120.3,0.36,11.65,3.49,0.74,1.48,12.27,0.28,0.14,93.9,317.13,1.556,0.014,3.9,32,3
IND-013029,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Coconut Oil, Hyderabadi Style) [Low-Oil (Light)]",Vegetables - Gourd,Gravy-Stewed,Coconut Oil,96.0,73.4,0.36,6.44,3.49,0.74,1.48,12.27,0.28,0.14,93.9,200.13,1.556,0.014,3.9,33,3
IND-013030,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Coconut Oil, Hyderabadi Style) [Rich/Festive]",Vegetables - Gourd,Gravy-Stewed,Coconut Oil,96.0,167.1,0.36,16.86,3.49,0.74,1.48,12.27,0.28,0.14,93.9,434.13,1.556,0.014,3.9,30,3
IND-013031,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Coconut Oil, Hyderabadi Style) [Restaurant-Style]",Vegetables - Gourd,Gravy-Stewed,Coconut Oil,96.0,146.3,0.36,14.54,3.49,0.74,1.48,12.27,0.28,0.14,93.9,382.13,1.556,0.014,3.9,31,3
IND-013032,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, Punjabi Style) [Home-Style]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,130.8,0.36,12.15,4.99,0.74,1.48,12.27,0.28,0.14,93.9,322.13,1.556,0.014,3.9,31,3
IND-013033,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, Punjabi Style) [Low-Oil (Light)]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,81.9,0.36,6.72,4.99,0.74,1.48,12.27,0.28,0.14,93.9,205.13,1.556,0.014,3.9,33,3
IND-013034,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, Punjabi Style) [Rich/Festive]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,179.7,0.36,17.58,4.99,0.74,1.48,12.27,0.28,0.14,93.9,439.13,1.556,0.014,3.9,30,3
IND-013035,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, Punjabi Style) [Restaurant-Style]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,157.9,0.36,15.17,4.99,0.74,1.48,12.27,0.28,0.14,93.9,387.13,1.556,0.014,3.9,31,3
IND-013036,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, South Indian Style) [Home-Style]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,108.8,0.36,10.15,3.99,0.74,1.48,12.27,0.28,0.14,93.9,282.13,1.556,0.014,3.9,32,3
IND-013037,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, South Indian Style) [Low-Oil (Light)]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,68.0,0.36,5.62,3.99,0.74,1.48,12.27,0.28,0.14,93.9,165.13,1.556,0.014,3.9,33,3
IND-013038,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, South Indian Style) [Rich/Festive]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,149.6,0.36,14.68,3.99,0.74,1.48,12.27,0.28,0.14,93.9,399.13,1.556,0.014,3.9,31,3
IND-013039,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, South Indian Style) [Restaurant-Style]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,131.4,0.36,12.67,3.99,0.74,1.48,12.27,0.28,0.14,93.9,347.13,1.556,0.014,3.9,31,3
IND-013040,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, Bengali Style) [Home-Style]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,119.3,0.36,10.65,5.49,0.74,1.48,12.27,0.28,0.14,93.9,302.13,1.556,0.014,3.9,32,3
IND-013041,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, Bengali Style) [Low-Oil (Light)]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,76.4,0.36,5.89,5.49,0.74,1.48,12.27,0.28,0.14,93.9,185.13,1.556,0.014,3.9,33,3
IND-013042,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, Bengali Style) [Rich/Festive]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,162.1,0.36,15.41,5.49,0.74,1.48,12.27,0.28,0.14,93.9,419.13,1.556,0.014,3.9,30,3
IND-013043,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, Bengali Style) [Restaurant-Style]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,143.1,0.36,13.29,5.49,0.74,1.48,12.27,0.28,0.14,93.9,367.13,1.556,0.014,3.9,31,3
IND-013044,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, Gujarati Style) [Home-Style]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,114.3,0.36,9.65,6.49,0.74,1.48,12.27,0.28,0.14,93.9,292.13,1.556,0.014,3.9,32,3
IND-013045,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, Gujarati Style) [Low-Oil (Light)]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,75.5,0.36,5.34,6.49,0.74,1.48,12.27,0.28,0.14,93.9,175.13,1.556,0.014,3.9,34,3
IND-013046,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, Gujarati Style) [Rich/Festive]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,153.0,0.36,13.96,6.49,0.74,1.48,12.27,0.28,0.14,93.9,409.13,1.556,0.014,3.9,31,3
IND-013047,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, Gujarati Style) [Restaurant-Style]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,135.8,0.36,12.04,6.49,0.74,1.48,12.27,0.28,0.14,93.9,357.13,1.556,0.014,3.9,31,3
IND-013048,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, Maharashtrian Style) [Home-Style]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,108.8,0.36,10.15,3.99,0.74,1.48,12.27,0.28,0.14,93.9,307.13,1.556,0.014,3.9,32,3
IND-013049,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, Maharashtrian Style) [Low-Oil (Light)]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,68.0,0.36,5.62,3.99,0.74,1.48,12.27,0.28,0.14,93.9,190.13,1.556,0.014,3.9,33,3
IND-013050,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, Maharashtrian Style) [Rich/Festive]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,149.6,0.36,14.68,3.99,0.74,1.48,12.27,0.28,0.14,93.9,424.13,1.556,0.014,3.9,31,3
IND-013051,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, Maharashtrian Style) [Restaurant-Style]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,131.4,0.36,12.67,3.99,0.74,1.48,12.27,0.28,0.14,93.9,372.13,1.556,0.014,3.9,31,3
IND-013052,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, Hyderabadi Style) [Home-Style]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,120.3,0.36,11.65,3.49,0.74,1.48,12.27,0.28,0.14,93.9,317.13,1.556,0.014,3.9,32,3
IND-013053,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, Hyderabadi Style) [Low-Oil (Light)]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,73.4,0.36,6.44,3.49,0.74,1.48,12.27,0.28,0.14,93.9,200.13,1.556,0.014,3.9,33,3
IND-013054,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, Hyderabadi Style) [Rich/Festive]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,167.1,0.36,16.86,3.49,0.74,1.48,12.27,0.28,0.14,93.9,434.13,1.556,0.014,3.9,30,3
IND-013055,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Ghee, Hyderabadi Style) [Restaurant-Style]",Vegetables - Gourd,Gravy-Stewed,Ghee,96.0,146.3,0.36,14.54,3.49,0.74,1.48,12.27,0.28,0.14,93.9,382.13,1.556,0.014,3.9,31,3
IND-013056,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, Punjabi Style) [Home-Style]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,130.8,0.36,12.15,4.99,0.74,1.48,12.27,0.28,0.14,93.9,322.13,1.556,0.014,3.9,31,3
IND-013057,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, Punjabi Style) [Low-Oil (Light)]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,81.9,0.36,6.72,4.99,0.74,1.48,12.27,0.28,0.14,93.9,205.13,1.556,0.014,3.9,33,3
IND-013058,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, Punjabi Style) [Rich/Festive]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,179.7,0.36,17.58,4.99,0.74,1.48,12.27,0.28,0.14,93.9,439.13,1.556,0.014,3.9,30,3
IND-013059,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, Punjabi Style) [Restaurant-Style]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,157.9,0.36,15.17,4.99,0.74,1.48,12.27,0.28,0.14,93.9,387.13,1.556,0.014,3.9,31,3
IND-013060,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, South Indian Style) [Home-Style]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,108.8,0.36,10.15,3.99,0.74,1.48,12.27,0.28,0.14,93.9,282.13,1.556,0.014,3.9,32,3
IND-013061,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, South Indian Style) [Low-Oil (Light)]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,68.0,0.36,5.62,3.99,0.74,1.48,12.27,0.28,0.14,93.9,165.13,1.556,0.014,3.9,33,3
IND-013062,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, South Indian Style) [Rich/Festive]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,149.6,0.36,14.68,3.99,0.74,1.48,12.27,0.28,0.14,93.9,399.13,1.556,0.014,3.9,31,3
IND-013063,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, South Indian Style) [Restaurant-Style]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,131.4,0.36,12.67,3.99,0.74,1.48,12.27,0.28,0.14,93.9,347.13,1.556,0.014,3.9,31,3
IND-013064,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, Bengali Style) [Home-Style]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,119.3,0.36,10.65,5.49,0.74,1.48,12.27,0.28,0.14,93.9,302.13,1.556,0.014,3.9,32,3
IND-013065,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, Bengali Style) [Low-Oil (Light)]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,76.4,0.36,5.89,5.49,0.74,1.48,12.27,0.28,0.14,93.9,185.13,1.556,0.014,3.9,33,3
IND-013066,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, Bengali Style) [Rich/Festive]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,162.1,0.36,15.41,5.49,0.74,1.48,12.27,0.28,0.14,93.9,419.13,1.556,0.014,3.9,30,3
IND-013067,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, Bengali Style) [Restaurant-Style]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,143.1,0.36,13.29,5.49,0.74,1.48,12.27,0.28,0.14,93.9,367.13,1.556,0.014,3.9,31,3
IND-013068,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, Gujarati Style) [Home-Style]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,114.3,0.36,9.65,6.49,0.74,1.48,12.27,0.28,0.14,93.9,292.13,1.556,0.014,3.9,32,3
IND-013069,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, Gujarati Style) [Low-Oil (Light)]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,75.5,0.36,5.34,6.49,0.74,1.48,12.27,0.28,0.14,93.9,175.13,1.556,0.014,3.9,34,3
IND-013070,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, Gujarati Style) [Rich/Festive]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,153.0,0.36,13.96,6.49,0.74,1.48,12.27,0.28,0.14,93.9,409.13,1.556,0.014,3.9,31,3
IND-013071,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, Gujarati Style) [Restaurant-Style]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,135.8,0.36,12.04,6.49,0.74,1.48,12.27,0.28,0.14,93.9,357.13,1.556,0.014,3.9,31,3
IND-013072,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, Maharashtrian Style) [Home-Style]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,108.8,0.36,10.15,3.99,0.74,1.48,12.27,0.28,0.14,93.9,307.13,1.556,0.014,3.9,32,3
IND-013073,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, Maharashtrian Style) [Low-Oil (Light)]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,68.0,0.36,5.62,3.99,0.74,1.48,12.27,0.28,0.14,93.9,190.13,1.556,0.014,3.9,33,3
IND-013074,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, Maharashtrian Style) [Rich/Festive]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,149.6,0.36,14.68,3.99,0.74,1.48,12.27,0.28,0.14,93.9,424.13,1.556,0.014,3.9,31,3
IND-013075,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, Maharashtrian Style) [Restaurant-Style]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,131.4,0.36,12.67,3.99,0.74,1.48,12.27,0.28,0.14,93.9,372.13,1.556,0.014,3.9,31,3
IND-013076,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, Hyderabadi Style) [Home-Style]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,120.3,0.36,11.65,3.49,0.74,1.48,12.27,0.28,0.14,93.9,317.13,1.556,0.014,3.9,32,3
IND-013077,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, Hyderabadi Style) [Low-Oil (Light)]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,73.4,0.36,6.44,3.49,0.74,1.48,12.27,0.28,0.14,93.9,200.13,1.556,0.014,3.9,33,3
IND-013078,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, Hyderabadi Style) [Rich/Festive]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,167.1,0.36,16.86,3.49,0.74,1.48,12.27,0.28,0.14,93.9,434.13,1.556,0.014,3.9,30,3
IND-013079,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Groundnut Oil, Hyderabadi Style) [Restaurant-Style]",Vegetables - Gourd,Gravy-Stewed,Groundnut Oil,96.0,146.3,0.36,14.54,3.49,0.74,1.48,12.27,0.28,0.14,93.9,382.13,1.556,0.014,3.9,31,3
IND-013080,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, Punjabi Style) [Home-Style]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,130.8,0.36,12.15,4.99,0.74,1.48,12.27,0.28,0.14,93.9,322.13,1.556,0.014,3.9,31,3
IND-013081,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, Punjabi Style) [Low-Oil (Light)]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,81.9,0.36,6.72,4.99,0.74,1.48,12.27,0.28,0.14,93.9,205.13,1.556,0.014,3.9,33,3
IND-013082,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, Punjabi Style) [Rich/Festive]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,179.7,0.36,17.58,4.99,0.74,1.48,12.27,0.28,0.14,93.9,439.13,1.556,0.014,3.9,30,3
IND-013083,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, Punjabi Style) [Restaurant-Style]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,157.9,0.36,15.17,4.99,0.74,1.48,12.27,0.28,0.14,93.9,387.13,1.556,0.014,3.9,31,3
IND-013084,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, South Indian Style) [Home-Style]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,108.8,0.36,10.15,3.99,0.74,1.48,12.27,0.28,0.14,93.9,282.13,1.556,0.014,3.9,32,3
IND-013085,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, South Indian Style) [Low-Oil (Light)]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,68.0,0.36,5.62,3.99,0.74,1.48,12.27,0.28,0.14,93.9,165.13,1.556,0.014,3.9,33,3
IND-013086,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, South Indian Style) [Rich/Festive]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,149.6,0.36,14.68,3.99,0.74,1.48,12.27,0.28,0.14,93.9,399.13,1.556,0.014,3.9,31,3
IND-013087,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, South Indian Style) [Restaurant-Style]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,131.4,0.36,12.67,3.99,0.74,1.48,12.27,0.28,0.14,93.9,347.13,1.556,0.014,3.9,31,3
IND-013088,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, Bengali Style) [Home-Style]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,119.3,0.36,10.65,5.49,0.74,1.48,12.27,0.28,0.14,93.9,302.13,1.556,0.014,3.9,32,3
IND-013089,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, Bengali Style) [Low-Oil (Light)]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,76.4,0.36,5.89,5.49,0.74,1.48,12.27,0.28,0.14,93.9,185.13,1.556,0.014,3.9,33,3
IND-013090,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, Bengali Style) [Rich/Festive]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,162.1,0.36,15.41,5.49,0.74,1.48,12.27,0.28,0.14,93.9,419.13,1.556,0.014,3.9,30,3
IND-013091,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, Bengali Style) [Restaurant-Style]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,143.1,0.36,13.29,5.49,0.74,1.48,12.27,0.28,0.14,93.9,367.13,1.556,0.014,3.9,31,3
IND-013092,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, Gujarati Style) [Home-Style]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,114.3,0.36,9.65,6.49,0.74,1.48,12.27,0.28,0.14,93.9,292.13,1.556,0.014,3.9,32,3
IND-013093,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, Gujarati Style) [Low-Oil (Light)]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,75.5,0.36,5.34,6.49,0.74,1.48,12.27,0.28,0.14,93.9,175.13,1.556,0.014,3.9,34,3
IND-013094,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, Gujarati Style) [Rich/Festive]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,153.0,0.36,13.96,6.49,0.74,1.48,12.27,0.28,0.14,93.9,409.13,1.556,0.014,3.9,31,3
IND-013095,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, Gujarati Style) [Restaurant-Style]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,135.8,0.36,12.04,6.49,0.74,1.48,12.27,0.28,0.14,93.9,357.13,1.556,0.014,3.9,31,3
IND-013096,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, Maharashtrian Style) [Home-Style]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,108.8,0.36,10.15,3.99,0.74,1.48,12.27,0.28,0.14,93.9,307.13,1.556,0.014,3.9,32,3
IND-013097,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, Maharashtrian Style) [Low-Oil (Light)]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,68.0,0.36,5.62,3.99,0.74,1.48,12.27,0.28,0.14,93.9,190.13,1.556,0.014,3.9,33,3
IND-013098,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, Maharashtrian Style) [Rich/Festive]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,149.6,0.36,14.68,3.99,0.74,1.48,12.27,0.28,0.14,93.9,424.13,1.556,0.014,3.9,31,3
IND-013099,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, Maharashtrian Style) [Restaurant-Style]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,131.4,0.36,12.67,3.99,0.74,1.48,12.27,0.28,0.14,93.9,372.13,1.556,0.014,3.9,31,3
IND-013100,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, Hyderabadi Style) [Home-Style]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,120.3,0.36,11.65,3.49,0.74,1.48,12.27,0.28,0.14,93.9,317.13,1.556,0.014,3.9,32,3
IND-013101,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, Hyderabadi Style) [Low-Oil (Light)]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,73.4,0.36,6.44,3.49,0.74,1.48,12.27,0.28,0.14,93.9,200.13,1.556,0.014,3.9,33,3
IND-013102,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, Hyderabadi Style) [Rich/Festive]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,167.1,0.36,16.86,3.49,0.74,1.48,12.27,0.28,0.14,93.9,434.13,1.556,0.014,3.9,30,3
IND-013103,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Mustard Oil, Hyderabadi Style) [Restaurant-Style]",Vegetables - Gourd,Gravy-Stewed,Mustard Oil,96.0,146.3,0.36,14.54,3.49,0.74,1.48,12.27,0.28,0.14,93.9,382.13,1.556,0.014,3.9,31,3
IND-013104,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Refined Oil, Punjabi Style) [Home-Style]",Vegetables - Gourd,Gravy-Stewed,Refined Oil,96.0,130.8,0.36,12.15,4.99,0.74,1.48,12.27,0.28,0.14,93.9,322.13,1.556,0.014,3.9,31,3
IND-013105,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Refined Oil, Punjabi Style) [Low-Oil (Light)]",Vegetables - Gourd,Gravy-Stewed,Refined Oil,96.0,81.9,0.36,6.72,4.99,0.74,1.48,12.27,0.28,0.14,93.9,205.13,1.556,0.014,3.9,33,3
IND-013106,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Refined Oil, Punjabi Style) [Rich/Festive]",Vegetables - Gourd,Gravy-Stewed,Refined Oil,96.0,179.7,0.36,17.58,4.99,0.74,1.48,12.27,0.28,0.14,93.9,439.13,1.556,0.014,3.9,30,3
IND-013107,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Refined Oil, Punjabi Style) [Restaurant-Style]",Vegetables - Gourd,Gravy-Stewed,Refined Oil,96.0,157.9,0.36,15.17,4.99,0.74,1.48,12.27,0.28,0.14,93.9,387.13,1.556,0.014,3.9,31,3
IND-013108,Ridge Gourd (Turai),"Ridge Gourd (Turai) (Gravy-Stewed in Refined Oil, South Indian Style) [Home-Style]",Vegetables - Gourd,Gravy-Stewed,Refined Oil,96.0,108.8,0.36,10.15,3.99,0.74,1.48,12.27,0.28,0.14,93.9,282.13,1.556,0.014,3.9,32,3
